_DTItemId,EmployeeId,AccountUPN,test_sum_failures,test_sum_Opened,test_sum_Clicked,test_sum_DataEntered,test_sum_Reported,real_falsepositive,real_truepositive,real_DwellTime,LastUpdatedTimeUTC
b0042292-242d-48d3-9614-79f261d86b00,8026,0fcadadb78596df323a7cd9da0f2ebc1,0,0,0,0,2,1,0,88102,"5/10/2024, 3:31:34.682 PM"
c4a321b8-d775-4850-9450-2f8630bbda26,2778,fa305cf882efea3915037d13f9c7d3ce,0,2,0,0,2,2,0,246962,"5/10/2024, 3:31:34.682 PM"
cc5b6272-89b6-482c-a639-abdd758af91b,1642,6d9c10b6daf17aab58b76ad8db213d8e,0,0,0,0,2,0,1,4830,"5/10/2024, 3:31:34.682 PM"
c85993e4-77d8-4ea7-ae8d-b7ed7a543b8e,8035,218526b66de50883e9c3a51fd8faa41e,0,0,0,0,2,0,2,5113,"5/10/2024, 3:31:34.682 PM"
c17231fe-cc94-4587-a2e7-af361f464eb1,7782,25f8413b4ccd25ffc665a1a9c83b6276,0,1,0,0,1,1,3,71052,"5/10/2024, 3:31:34.682 PM"
12e94e7e-1cde-4593-8f00-5db8f86116b4,7534,2145a1ab800557d3d254f0e9bfac45fc,0,0,0,0,2,1,1,165206,"5/10/2024, 3:31:34.682 PM"
eac4c495-7f08-4cde-977c-06f97a7a9161,4675,692dd436910d0b1e8521da55428ccc49,0,0,0,0,2,0,1,523643,"5/10/2024, 3:31:34.682 PM"
773c64f5-279a-461f-81a0-f3b52fd09668,1477,e2bc71a9ccbdac1226d781bbfadfd33a,0,0,0,0,1,1,0,8182,"5/10/2024, 3:31:34.682 PM"
7a2c44db-7e59-41c9-8f40-59db13057825,1654,cbd852609d592ced976db59173584b75,0,0,0,0,2,1,0,1197,"5/10/2024, 3:31:34.682 PM"
d47a8060-487b-41b7-a624-218432d735c8,5449,89f3142de80edd6f76b9c8b83bc7dd9b,0,0,0,0,3,1,0,5226,"5/10/2024, 3:31:34.682 PM"
20f75f87-70ca-467a-b7cc-214fc719d74a,4644,0c10407a06e4bed45f65a6996c6feb84,0,0,0,0,3,2,0,360938,"5/10/2024, 3:31:34.682 PM"
988e46fe-b84a-4cbd-817b-a8c6ebf21fdd,5275,55546fc04c6c2e577d1e493716c88f33,0,0,0,0,1,0,1,234559,"5/10/2024, 3:31:34.682 PM"
203dd604-2c73-4312-b6bc-bc14ce574b4d,6573,59e653980c1bbddde81f863387b148e3,0,0,0,0,0,1,1,90918,"5/10/2024, 3:31:34.682 PM"
489cf31e-8775-44b6-923a-732ef9342613,5289,2c464bb96a5acf8baad3ca75bc3bdb77,0,0,0,0,3,30,24,2221446,"5/10/2024, 3:31:34.682 PM"
2b50aec5-6ed9-49bd-96ec-85846d45afdf,8581,bcedaa9ff3ae30adbb150d9cf3d9fcdd,0,1,0,0,2,3,5,284231,"5/10/2024, 3:31:34.682 PM"
9d55f0aa-eae9-4268-a234-92576a40b789,6317,1c9b1ea1acbc29bf03085578b71e9992,0,0,0,0,3,0,5,229697,"5/10/2024, 3:31:34.682 PM"
7dda22dd-601e-4624-a751-e8e3daacf32c,8759,5a88cee801d2d2fae2c26b2690011e86,1,1,1,0,0,2,7,780155,"5/10/2024, 3:31:34.682 PM"
6057958e-38a0-4fd6-8c25-93c0f51e2afe,7911,39e8770c367c634d51bc99fe7b4ab852,0,0,0,0,1,1,0,7090,"5/10/2024, 3:31:34.682 PM"
94388099-c17a-4b9b-8860-0bf6b807a5f8,6216,b193f95b3df884b22dc0b0491381342c,0,0,0,0,1,0,1,2221,"5/10/2024, 3:31:34.682 PM"
d19c8c50-8224-4b96-a248-1b37237b67bc,8520,825458bbe7f84193fabd569273a0a6ef,1,1,1,0,0,3,0,75889,"5/10/2024, 3:31:34.682 PM"
06b6b0a0-949d-467d-a6d9-17546328071f,6803,916c8cd2874adbb4f6322cea8d14d866,1,1,1,0,3,2,2,380370,"5/10/2024, 3:31:34.682 PM"
e0abf215-3564-4083-9e71-fe280d755f2f,5157,9848268f842f663dcdc38ab3f3662596,0,0,0,0,3,3,2,289118,"5/10/2024, 3:31:34.682 PM"
1c0cda99-cf85-4d04-8e6d-808c0784ca8a,8195,0463d3b0f6119d340239ddca3736e241,0,0,0,0,3,2,0,963,"5/10/2024, 3:31:34.682 PM"
4bc4e7da-abc4-45fe-baf9-077a5767cdeb,5077,13903b6b4fe8023f8731079c711d974a,0,0,0,0,2,0,3,35300,"5/10/2024, 3:31:34.682 PM"
24910a65-a03a-4a4f-a881-0924f4ab67d6,7372,f8667549f9c5f9ff4eca9b7003f362db,0,1,0,0,1,1,2,185948,"5/10/2024, 3:31:34.682 PM"
4ac6e9e1-121a-4945-88af-d2ac09ab4419,5514,7ae63802a34a6959e2103478d1b95510,0,0,0,0,2,3,0,584385,"5/10/2024, 3:31:34.682 PM"
10f0b1bd-4870-4f26-9128-660d78711072,6464,a108800f73b2c322a0a6476ae2785bf0,0,0,0,0,3,1,0,3362,"5/10/2024, 3:31:34.682 PM"
1e036500-77f8-4e18-a1a9-e014c2c49315,7968,a5e2b7cdd1cbd8ea34bc7a58e7835387,0,0,0,0,2,0,1,1933,"5/10/2024, 3:31:34.682 PM"
a4088cd0-3496-44ba-8e7d-66fb0ebbbd25,8856,edbb156039885176d14fa0c87ce40cac,1,1,1,0,3,2,0,0,"5/10/2024, 3:31:34.682 PM"
90ea1876-3085-43a4-ab09-34a54b4454fa,5964,4a7517af4ee730ed151581eb24df49a3,0,0,0,0,1,0,1,4244,"5/10/2024, 3:31:34.682 PM"
95a925c0-8556-4616-b103-b74b2d13b5de,6999,c95c50999a24fa4cedcad6070c6f8331,0,0,0,0,1,0,1,69306,"5/10/2024, 3:31:34.682 PM"
8ffb6d42-8b4f-4947-976a-488fc2b20e9b,2585,56a6e9ed3649dad9204f7071468d8bc8,0,0,0,0,0,0,1,1059,"5/10/2024, 3:31:34.682 PM"
831a2306-9a5e-4676-9f00-b24965b889df,7940,25eae138df1598f69c893dea86f78423,0,0,0,0,2,3,0,317845,"5/10/2024, 3:31:34.682 PM"
be0e5555-4c8a-49dc-a59c-bec87cb55a50,3236,18132de3edc8b8a6df69805ec68b7ca2,0,0,0,0,1,2,1,79985,"5/10/2024, 3:31:34.682 PM"
6372e2f5-1ec3-4b02-b1d8-63aaaace4e8c,8754,f0b61de091a3ab8d68fe25fc79c72f07,0,0,0,0,1,0,2,168503,"5/10/2024, 3:31:34.682 PM"
ba61a147-8515-47de-8061-75b0c7d35b26,7519,85ef53c561229672454cc9b1b4a0c0e1,0,0,0,0,2,2,0,444,"5/10/2024, 3:31:34.682 PM"
c271e209-367f-4869-ad85-7bb9bb94ba24,1534,60af667abdff5dfb4c248998a0931e4d,0,0,0,0,3,1,2,3211,"5/10/2024, 3:31:34.682 PM"
2ea36d9f-8e6a-4346-b394-275dcc7278cc,6485,1e4ababec94f58efa4590e4a729f430c,0,0,0,0,1,6,1,826428,"5/10/2024, 3:31:34.682 PM"
f5fab96c-6603-4d44-8a79-6ffeecebeada,5302,6c44022815134d90244b9c5e9b54adef,0,0,0,0,2,1,1,1452,"5/10/2024, 3:31:34.682 PM"
f4c8da1b-dd10-4a24-9eea-dfcc51ffde01,8662,4e3a204632984b5a4b16ad30922a1b13,0,1,0,0,1,2,3,250262,"5/10/2024, 3:31:34.682 PM"
fc6e2e43-c631-4aaf-9f88-846a0792f9a0,5910,1417b5ef56a6d5f542d5435531dc61a3,0,0,0,0,3,2,0,609355,"5/10/2024, 3:31:34.682 PM"
81c88579-c9d5-47c3-8bd1-8c3f90bf1e25,8611,91262ad84d0950d4eee5bfb15d61efe2,1,1,1,0,1,2,3,696444,"5/10/2024, 3:31:34.682 PM"
d2e85a9b-9738-42a0-a727-cd1fb4b3bc37,1265,fcf2de7c35199064dfeec47f1a9f29b3,0,0,0,0,3,1,0,6716,"5/10/2024, 3:31:34.682 PM"
25e6ed52-1ba8-4386-966b-6ed0b8b161e4,7960,b92abb07e1270864d8167e7e45ed58c7,0,0,0,0,2,0,3,391989,"5/10/2024, 3:31:34.682 PM"
60afdebb-2689-4041-a331-b06599f364e8,8156,7383236509d2dc5d5e5195b1ed717e11,0,0,0,0,0,3,6,349370,"5/10/2024, 3:31:34.682 PM"
2374d379-5fb3-45cf-b873-1a708f658f89,2812,bcd2e43229be4e4dd54e63d4827675f4,0,0,0,0,1,1,0,1255,"5/10/2024, 3:31:34.682 PM"
8643baed-c8e3-48ba-8328-cbabb2aaaede,5011,e6c67e1bb46dc0f84ade6bef11fa3e42,0,0,0,0,1,1,0,2971,"5/10/2024, 3:31:34.682 PM"
a7f4d750-70b0-450b-8ba0-10a5f6f24de1,5320,501348cacfa6b9a7f76734927a50b0cb,0,0,0,0,0,1,0,15240,"5/10/2024, 3:31:34.682 PM"
e2feaab3-849b-4b14-a4d3-2dda8e988762,6555,56c6ae2cb28405afe512d43c88e181a6,0,0,0,0,0,0,1,4506,"5/10/2024, 3:31:34.682 PM"
945c44de-514a-4d04-895c-897d0e9fd88e,8698,2c2861d1c608c0a7888b870f2d7d7f9e,0,1,0,0,0,1,0,0,"5/10/2024, 3:31:34.682 PM"
33e2280d-aba5-4589-a52e-9fd459438b85,7470,2d4b47a219594b073da3a5ccb1fc797c,0,1,0,0,2,1,0,44766,"5/10/2024, 3:31:34.682 PM"
7ad82393-9dfe-43da-a840-5067f3cf86f9,3492,88ead0727ef2341cbedfa230e8438aed,1,1,1,0,2,1,2,5105,"5/10/2024, 3:31:34.682 PM"
182c2032-e8c8-4aa3-aaa0-f9568a384d31,5833,6adaea192813bff04fc91468c4a77a7c,0,0,0,0,1,2,2,27948,"5/10/2024, 3:31:34.682 PM"
d7c84307-688b-465a-a41b-14cfe84261ad,8631,cdbdc21be58485b4567c4ca391e31779,0,1,0,0,1,3,2,138556,"5/10/2024, 3:31:34.682 PM"
5ef731d8-2cdd-43b4-ae99-2d2c4a55feff,8787,03d5eef25f1b68c459b045c0df86fdd9,1,1,1,0,2,1,3,619296,"5/10/2024, 3:31:34.682 PM"
6e2b5555-2acc-4b4b-b56f-0acd8f0a2dd4,7327,2681e8f78474a4233c321f382054839e,0,1,0,0,3,1,0,6058,"5/10/2024, 3:31:34.682 PM"
82bd06b2-98c5-4490-9c22-fac9d46d4cb9,5172,7dc09bc45a02a10f8a7bd2da52e21505,0,0,0,0,2,1,0,54198,"5/10/2024, 3:31:34.682 PM"
9200e47a-f6a7-4c0b-bf28-e30898f30535,8478,f4d2645f519613d8dfc637efe5ea4d4f,1,1,1,0,0,1,0,2338,"5/10/2024, 3:31:34.682 PM"
2082ef33-d115-4802-8259-8137230951c2,3832,358e557b33bf440ae266772bfaf1e6b1,0,0,0,0,2,1,1,4313,"5/10/2024, 3:31:34.682 PM"
c7fcd09f-1622-4bc6-823b-469e07d08f85,4188,48d7b08757be159feb0c3ac441ff075c,0,0,0,0,2,3,0,495700,"5/10/2024, 3:31:34.682 PM"
93484397-4c96-4adb-ba3d-073ae7a2941e,4547,328c712dfddb78ced26a177aca522c63,0,0,0,0,3,0,10,41841,"5/10/2024, 3:31:34.682 PM"
66fed87f-b0b5-4b2b-928b-d24dcb28fc7f,7093,7924a98f7d796b7e7b059f79c8ef723a,0,0,0,0,2,0,1,162558,"5/10/2024, 3:31:34.682 PM"
fe88e338-9c70-4ae9-88c5-e776b8607156,6310,ce258884d00bea870079e4b2a69892bc,0,0,0,0,2,1,1,580298,"5/10/2024, 3:31:34.682 PM"
b3b33d3f-245a-4dbd-ae40-237277b2225d,7370,7370e8182c06721393aa530cdfdb7fc7,0,0,0,0,3,1,0,2083,"5/10/2024, 3:31:34.682 PM"
0e435870-a27d-4f74-aefe-bc386d56016b,6076,a4b6543761e445f98d09bfac398e6031,0,0,0,0,0,1,0,2450,"5/10/2024, 3:31:34.682 PM"
5a821eab-2319-47be-9965-48a79907f844,7273,627b110e113dfc9afe37f17d8aeb709b,0,0,0,0,1,1,0,12765,"5/10/2024, 3:31:34.682 PM"
25d5df64-fc1e-47e5-9ca6-ddc891788c98,7244,c70e04420e628cab9ab2bd5dbf3c6d7b,0,0,0,0,3,0,1,223339,"5/10/2024, 3:31:34.682 PM"
43f8b9a7-5a34-4977-ba65-03ffdbd84b97,7070,fe85d921e9890815c2d6e85c4f7dde7e,0,1,0,0,3,1,0,1442,"5/10/2024, 3:31:34.682 PM"
885884f7-fe9d-4669-a9ef-244eb18fea11,2485,96601b8708631a3609ec37dd00d13f83,0,0,0,0,2,0,1,10198,"5/10/2024, 3:31:34.682 PM"
cc8822aa-89d0-486e-b66b-a7b7f2b893b2,5867,2402a570e495a6836943656e710fe5a1,0,0,0,0,3,0,1,12497,"5/10/2024, 3:31:34.682 PM"
bd257d0c-b495-4823-b09f-474bd30d2041,7589,b47dd13024445e9d218a3120691ee5aa,0,0,0,0,1,2,1,800552,"5/10/2024, 3:31:34.682 PM"
0681041d-b5e9-436c-9453-dda23458e32c,2292,51133bad1e4aaadc95764d5e2eb8fb89,0,1,0,0,2,1,0,15643,"5/10/2024, 3:31:34.682 PM"
b9b683c5-c372-42e8-9a6b-8b603c7e5856,7889,1161ba4aece5b2523d26d6fd7089a926,0,0,0,0,2,0,1,1302,"5/10/2024, 3:31:34.682 PM"
7ad90970-9b76-4cab-97c3-92ee284fb3be,3201,3cc61ce89b5c68d5f759e6371c7d3108,0,0,0,0,3,0,1,399235,"5/10/2024, 3:31:34.682 PM"
f4421e13-0eec-47b5-ab4f-ae5819727b48,6779,b565141bc856f9fdb31768cc6c88e557,0,0,0,0,3,1,3,406584,"5/10/2024, 3:31:34.682 PM"
d4c07d20-0ac2-4e82-9f65-01192508ca5b,8024,61994b54d0f5705eb1c266b16aafdc36,0,0,0,0,1,1,0,4485,"5/10/2024, 3:31:34.682 PM"
21d96480-ded3-42be-9ffa-ceaae56056c2,6177,f35b3ac391800f0bece9f4551a314e1b,0,0,0,0,2,6,6,439311,"5/10/2024, 3:31:34.682 PM"
b63b6965-fcd5-4b7a-b79c-ea030d6cee60,3995,829ab7e05c563f8d8e7da74d04656c91,0,1,0,0,2,0,2,604936,"5/10/2024, 3:31:34.682 PM"
48a535c5-2046-45e8-90df-aae7b20fad85,7191,2cb6778113f52cbd32bd84b68256338f,0,0,0,0,1,1,1,197882,"5/10/2024, 3:31:34.682 PM"
e92e60e6-3aef-47da-bd19-c8de33446bd3,6279,67f5d9afd0c66d3a4c5c52f255930b5c,0,0,0,0,3,1,0,2980,"5/10/2024, 3:31:34.682 PM"
26e7b87f-f908-4838-a58c-2ab95ee5fb52,1201,be077acd811142f7746d9307239a4995,0,1,0,0,3,10,2,850720,"5/10/2024, 3:31:34.682 PM"
5c19b19c-0191-439a-ad49-7ed1ed016b4f,5307,1319c25f43366b9f644cf1d65d8f7bed,0,1,0,0,2,4,2,415520,"5/10/2024, 3:31:34.682 PM"
5427ddf1-770b-4716-acb3-690ee60e71df,8570,7387733f465ad5f2d6941d0655369dc1,1,1,1,0,2,2,0,206365,"5/10/2024, 3:31:34.682 PM"
b6a5cdb0-6d26-432f-8cc2-17626214863a,3878,335c08b36309acaeb8d54733cb1b07e3,0,1,0,0,3,0,2,8467,"5/10/2024, 3:31:34.682 PM"
a7b376ae-3bd7-4c95-b3dd-d5d51267d2b7,6660,75ad0bde12e12b70ed30782d0f543e11,0,0,0,0,1,0,3,20429,"5/10/2024, 3:31:34.682 PM"
5e4aaca4-cccd-4903-a0a2-a49db8f30b6f,7916,f2a7fd9b4fc47c11c98bbde8a346ebd1,0,0,0,0,3,1,0,3570,"5/10/2024, 3:31:34.682 PM"
bfe37af6-a1b2-41f8-8a28-e8fc2dc6ddfe,8122,57f717eb77ca66d890bb3376c9e43e00,0,1,0,0,3,1,0,250533,"5/10/2024, 3:31:34.682 PM"
3d36ab37-f9f3-472f-8fc7-6390937386d1,5889,222478c18b912f5e28bb99a828e0ca86,0,0,0,0,2,2,0,3056,"5/10/2024, 3:31:34.682 PM"
7a3bec67-ea30-4859-93a4-bb8b3d163b4a,4042,07e577ee7379c81be9b9889427598607,0,1,0,0,1,1,2,176988,"5/10/2024, 3:31:34.682 PM"
40799159-7365-49b5-a31b-fc198e32345a,3677,366e38a05bd684da69624ed5da8d00d4,0,0,0,0,0,1,0,2302,"5/10/2024, 3:31:34.682 PM"
45372ab6-7eea-4162-9de9-8b2daa4c108c,6771,2096abb0ff640936b3e91e090d36231f,0,0,0,0,2,1,0,58655,"5/10/2024, 3:31:34.682 PM"
9a2ac1de-8390-4b8d-a6ee-dc311298a831,5547,48576b3b43d4da10fde45ba8deb81dda,0,0,0,0,0,1,0,7462,"5/10/2024, 3:31:34.682 PM"
e68dea9a-452e-4d7d-a587-bde5b2445e9a,2801,eef030f2ed899e920e73c67f145629ed,0,0,0,0,1,2,1,468126,"5/10/2024, 3:31:34.682 PM"
8b0c87a5-72d6-4a1f-9a45-63ec127533d1,5815,012a0106d1dcc4682a264693387ce71b,0,0,0,0,2,0,10,236899,"5/10/2024, 3:31:34.682 PM"
87a7faa1-4360-40bc-9bb2-57465716d5f5,8871,0c7ef5ac2d1c15943480f3004975ca55,0,1,0,0,0,1,0,431358,"5/10/2024, 3:31:34.682 PM"
41451f30-fdb3-472f-a820-28e2a9e176b4,7242,9977d7f4e974332b5f051cf8557ab95a,0,0,0,0,0,1,0,872,"5/10/2024, 3:31:34.682 PM"
94f0d4f9-bcbb-41f2-8c18-b81a9dedf552,3567,61632655d44f8f7629dcb17c592a4c8b,0,0,0,0,3,2,0,251199,"5/10/2024, 3:31:34.682 PM"
dcb6385a-f8a8-48d7-98a6-0d86659728f4,3716,2c9ea79384ea207db5073e0032d69ad9,0,0,0,0,3,6,2,1029684,"5/10/2024, 3:31:34.682 PM"
26d1f456-b01c-4816-9b0b-3dcf70c42746,3053,0ab5d7e8251caee7d6a6711cea95451e,0,0,0,0,0,1,0,2590,"5/10/2024, 3:31:34.682 PM"
e3658145-c38b-47f4-8a45-af88c9491057,5871,f9a38b38ae5901d934ddd3f0a6d1b20c,0,0,0,0,2,1,2,183325,"5/10/2024, 3:31:34.682 PM"
3e182541-cf39-4abe-be27-9c00a33f1c8b,8880,e0be3f0555309dbfc54a1a01428d70f6,0,0,0,0,1,0,1,78721,"5/10/2024, 3:31:34.682 PM"
7aeffc7d-2f08-45de-ab0f-8b6bc48e2a15,3129,93d8f887b9f6d3e9405f289b7818889b,0,0,0,0,1,0,3,8490,"5/10/2024, 3:31:34.682 PM"
80d377b5-1f9f-4265-bcef-fa945d0d4780,7934,9ce43a3b1d8abcdb6ecbc439036573d0,0,0,0,0,2,1,0,1658,"5/10/2024, 3:31:34.682 PM"
b4e2e4a8-2cf5-4f38-844c-6596e2f8adce,8531,cbc08d0f8c9ad30bab2dd62e100d2996,1,1,1,0,2,1,0,0,"5/10/2024, 3:31:34.682 PM"
2ca73020-a915-4d54-9f7f-ea891b0b3d33,6063,e2fd75b318c22009f39e69a83ec7f356,0,0,0,0,1,1,0,9640,"5/10/2024, 3:31:34.682 PM"
6e630862-7bae-4718-8e95-98460afbc247,8118,aa9da9938aca025ef60bf0692778e8a5,0,0,0,0,0,0,1,4266,"5/10/2024, 3:31:34.682 PM"
d4ee45b3-9af3-4429-848e-1148fd3741d7,4498,3fe442341544b34254a3a4c342f40ca7,0,0,0,0,2,1,0,543449,"5/10/2024, 3:31:34.682 PM"
d3dd21bf-0fc0-4593-9fa6-101bc5bb1896,5977,e21a74d1117161face390c0497431a02,0,0,0,0,0,1,0,56640,"5/10/2024, 3:31:34.682 PM"
a6165508-09f9-4f89-b32e-de26e7cbaf84,8629,4505af71aa31f0f49b4a7a2124663ac5,0,0,0,0,3,17,17,933237,"5/10/2024, 3:31:34.682 PM"
66afe4cd-d34d-480e-a055-353ba4738ed8,8814,4b24cc7ba7ed6d8b203445b611b304d8,0,0,0,0,1,0,2,949283,"5/10/2024, 3:31:34.682 PM"
b0975df9-8b7d-421d-b754-2d4bf7c7a39d,6744,5379c6d223d32a5cfe243af1456eaea3,0,0,0,0,2,0,2,28461,"5/10/2024, 3:31:34.682 PM"
48364b85-b6be-4ca8-960b-f8c238b1c3d5,8594,1cd4e7570e31616378511e92ec647e30,0,0,0,0,1,2,0,4645,"5/10/2024, 3:31:34.682 PM"
9ed50733-2bd3-446a-bc19-0bfad45f28b2,8695,ab2c89a65b261a776585b2b84b044cdf,0,0,0,0,2,1,0,5309,"5/10/2024, 3:31:34.682 PM"
bb8e1126-f360-4aed-862d-03d2ba68eb2d,5247,15a4fa18229658c5dec9c9f5a71c4f6b,0,0,0,0,3,11,0,1851469,"5/10/2024, 3:31:34.682 PM"
446dfeb8-7f13-4429-b317-03c6629fddc3,8894,3f1c0968befdd6ba8b5435b9cf34de13,0,0,0,0,0,0,1,4038,"5/10/2024, 3:31:34.682 PM"
32154e74-f9bb-4ed4-85db-394840282d67,8725,ff9f603322eeacb2035659d016f4945c,1,1,1,0,1,0,1,3645,"5/10/2024, 3:31:34.682 PM"
5930c53b-1f32-4f86-a268-2b23ec938fc1,5481,a0a8fb039ad7d5b66904e43ca7982a36,0,0,0,0,3,3,0,170922,"5/10/2024, 3:31:34.682 PM"
e5af76b6-1890-4022-828c-a44f6f7c7645,6024,8ee77fe3fb0c4ef3cfd878469036a635,0,0,0,0,3,2,0,8899,"5/10/2024, 3:31:34.682 PM"
f196f549-842d-467e-87e7-9e5bbb8eeb18,3834,c751a85ff700455b2ccd52c46cab6f46,0,3,0,0,2,0,1,995,"5/10/2024, 3:31:34.682 PM"
0b96dd25-38f2-46f8-b4d1-b5deb19e4f08,8895,1120b979a4378ac32156941ed2438a29,0,0,0,0,1,4,0,109746,"5/10/2024, 3:31:34.682 PM"
bd4f5ee7-d42b-4c7b-98f1-7ecb1afb2dd1,3522,8a03e650d871aa26e8c9669c6c0f8f58,1,1,1,0,1,2,0,231047,"5/10/2024, 3:31:34.682 PM"
a6eb645a-fc7a-4b01-9fe1-14a73bbbf7a4,7725,f93e8c9daad5daa059d0f4875fd379d0,0,0,0,0,3,5,2,0,"5/10/2024, 3:31:34.682 PM"
60755d3c-9ae5-41e6-8bf4-d7ef10ada87c,2208,b025775e3513c2c729b19277240919ba,0,0,0,0,3,1,3,174403,"5/10/2024, 3:31:34.682 PM"
3e8eca2c-a287-4000-8873-4def5db9c9de,7297,98b7928953d830b536c129b7e45605e2,0,1,0,0,3,0,2,4784,"5/10/2024, 3:31:34.682 PM"
2879cc69-d800-4fa7-ad11-9caf8a863610,6857,d7a0ee0c46735f3e16c3d7c7a15be118,0,0,0,0,3,1,2,21339,"5/10/2024, 3:31:34.682 PM"
549262b4-9163-47a6-9a61-b55714b4ec1d,1028,215fb6ddd91cd7cbf55679998730116b,0,1,0,0,2,1,5,445052,"5/10/2024, 3:31:34.682 PM"
ba2806aa-2d13-4cc6-871a-1db2fb71e073,6430,b48418136ee4e3d9df15e5e0c329312f,0,1,0,0,3,1,6,733838,"5/10/2024, 3:31:34.682 PM"
44bc0577-bea4-499d-923c-e3536b875f45,8023,1c4987aaa17912eeb7f39adbbabf3eeb,0,1,0,0,3,1,1,12133,"5/10/2024, 3:31:34.682 PM"
e48bdfb7-4be7-4609-81f9-16356786e922,6997,42838d5c62efe794b0a057a12b33e0a7,0,0,0,0,1,1,0,1352,"5/10/2024, 3:31:34.682 PM"
13556781-cfab-4906-9abd-7142d42a762b,7752,0f5a7c9e6c03a8e03196764c1220ce97,0,0,0,0,3,1,0,230912,"5/10/2024, 3:31:34.682 PM"
a3f88607-fbba-43a3-a306-2ef56eca8eaa,8496,ca4d1ca6be5b77544555c235ac31bde1,0,0,0,0,2,1,0,1126,"5/10/2024, 3:31:34.682 PM"
6bb60904-de57-41e8-8411-2ed3030ce7ed,6209,d9c09b2c5f1f6d5e5526844459d9aaba,0,0,0,0,3,1,0,385,"5/10/2024, 3:31:34.682 PM"
008c54c7-b047-4a8c-b555-1698c45419e2,1449,d1c4a3d81fee8344896b22c37a0fdcbd,0,1,0,0,3,1,1,111434,"5/10/2024, 3:31:34.682 PM"
0f367327-8aec-45a2-a842-bcc1a7ee0848,6671,5511724177279fab087a45c809b7c100,0,0,0,0,1,0,1,7515,"5/10/2024, 3:31:34.682 PM"
65851377-f24e-43fd-810b-6582b48ab2c6,6478,2bf9ea5924c2d323b46ab0c57baefa5c,0,1,0,0,2,2,0,13853,"5/10/2024, 3:31:34.682 PM"
e73d160e-09c5-40e7-8c75-56b2f60296bf,7531,7f766f28f7b916aabbd8367208c5b9aa,0,0,0,0,2,2,0,8395,"5/10/2024, 3:31:34.682 PM"
ca3bd632-3825-4286-b72c-4510438132a8,3731,c354a206c993821218e33a5f61a305d4,0,0,0,0,2,0,4,139962,"5/10/2024, 3:31:34.682 PM"
2abea1a9-0075-427b-9cfa-9e5a9ecafecd,6130,e4dfabd3f298e91f5eac298579815c64,0,0,0,0,2,1,0,623,"5/10/2024, 3:31:34.682 PM"
582709d9-7fca-405a-9f8d-a9d08fec6405,8772,b45ff58bf7e95a6f4c3f48877fa00656,0,0,0,0,3,2,1,369556,"5/10/2024, 3:31:34.682 PM"
c60b508c-d791-40dc-8566-9a1adb37f766,8016,440548922569f4375d23d3b105ddbba6,0,0,0,0,3,0,1,19620,"5/10/2024, 3:31:34.682 PM"
58bb05f3-2fd6-450c-a1f7-ced906c1baf3,5924,6d68e57bc5416ec77dbf39b2cbeedcdc,0,0,0,0,1,1,0,3780,"5/10/2024, 3:31:34.682 PM"
80a688bd-d0c2-4888-8d5c-5fe1dd5dd30d,6319,affca8f7864b06722cc14fe31adad6ba,0,0,0,0,3,2,1,284366,"5/10/2024, 3:31:34.682 PM"
0e4cf7c9-58a4-4330-8dc6-2b1bc6ccf9fa,4898,3ff3b904d9382ee9814f75432f12f66c,0,0,0,0,3,2,2,234468,"5/10/2024, 3:31:34.682 PM"
e75d00ee-6703-4e74-a331-1908e0619134,7959,43ccd83812f22ef6637299413e57f617,0,0,0,0,0,0,1,1944,"5/10/2024, 3:31:34.682 PM"
abbef326-4940-404e-9ec9-cf522c9ffb0c,3513,fdd3872d8cecd33fafb2bafe1029294c,0,0,0,0,2,1,0,52766,"5/10/2024, 3:31:34.682 PM"
2d69ce2a-031e-4b77-87c3-82e228a6c936,8129,20a827449da4c80a2acf7bec09016157,0,0,0,0,1,0,1,1989,"5/10/2024, 3:31:34.682 PM"
4d462350-fc45-4474-83e3-8f8eee346dcf,3758,f074641310c04f5a1d8640d78454b5bf,0,2,0,0,2,0,1,1714,"5/10/2024, 3:31:34.682 PM"
6a3f06bf-b9e4-4646-870e-010a6cd700c4,6788,93bd32faf1c6c3b3a0460d8f1cd2c827,0,0,0,0,3,1,0,60967,"5/10/2024, 3:31:34.682 PM"
f285931d-c0b9-4d27-958f-1114e3d2f51a,1811,14ead10d49aefbfd4bea6c103e0bc5b7,0,0,0,0,3,1,1,58778,"5/10/2024, 3:31:34.682 PM"
d71e0f25-f3c2-42ea-9fc8-6400bd998999,3396,3cdf22ad3866b94375521f737f0a61ed,0,0,0,0,3,1,0,534,"5/10/2024, 3:31:34.682 PM"
a5e64289-63ad-4eba-b96a-490107a328f5,3803,f4fea8b50ce0935058d016cee3e31498,0,0,0,0,3,0,2,329190,"5/10/2024, 3:31:34.682 PM"
369593d8-d6cc-42f5-b876-e78983c48276,8090,f93d603cb51ed672ae4c203a33cf9ce4,0,0,0,0,1,3,0,185151,"5/10/2024, 3:31:34.682 PM"
5558f485-4f4a-45d5-b2a3-16333eaafe55,6261,85c4470c8e3c8a8f9a8b9916a1c73a3a,0,0,0,0,3,1,0,78385,"5/10/2024, 3:31:34.682 PM"
13e24281-b823-4d3b-acec-48f1ad085fae,6608,d21a7f3352838f915fc90c835021185d,0,0,0,0,2,1,0,424563,"5/10/2024, 3:31:34.682 PM"
